site_id,site_name,site_type,occupancy_class,has_sprinklers,sq_ft,city,address,ahj_jurisdiction,installed_year,system_age_years,service_level,risk_score
200,Retail #200,Retail,Moderate,True,99052,Akron,08518 Kristie Mountains,Akron Fire Dept,1995,30,Gold,0.586789
201,Retail #201,Retail,Light,False,15064,Akron,476 Tonya Mission,Akron Fire Dept,2022,3,Bronze,0.271298
202,Manufacturing #202,Manufacturing,Light,True,57524,Akron,533 Gonzalez Expressway,Akron Fire Dept,2005,20,Silver,0.3014763333333333
203,Office #203,Office,Light,False,3708,Cleveland,246 Floyd Spurs Suite 182,Cleveland Fire Dept,2014,11,Silver,0.3561143333333333
204,Education #204,Education,Ordinary,False,75225,Dayton,556 Frazier Springs Apt. 643,Dayton Fire Dept,2018,7,Gold,0.4380854166666667
205,Retail #205,Retail,Light,True,17204,Dayton,19042 Shannon Vista,Dayton Fire Dept,2005,20,Gold,0.2712363333333333
206,Manufacturing #206,Manufacturing,Light,False,41928,Dayton,029 Dickerson Mountains Suite 722,Dayton Fire Dept,2007,18,Gold,0.46644599999999997
207,Office #207,Office,Ordinary,True,53925,Columbus,1497 Garcia Overpass,Columbus Fire Dept,2005,20,Gold,0.3737770833333333
208,Hospitality #208,Hospitality,Light,True,3659,Louisville,722 Linda Corners Apt. 663,Louisville Fire Dept,2019,6,Silver,0.09774425
209,Education #209,Education,Moderate,True,83716,Cincinnati,285 Ricky Prairie,Cincinnati Fire Dept,2007,18,Bronze,0.435287
210,Manufacturing #210,Manufacturing,Ordinary,True,27700,Cincinnati,1254 Wilson Freeway Suite 637,Cincinnati Fire Dept,2008,17,Bronze,0.3191083333333333
211,Hospitality #211,Hospitality,Ordinary,True,47595,Dayton,21399 Garcia Mountain,Dayton Fire Dept,2022,3,Silver,0.17069625
212,Warehouse #212,Warehouse,Light,False,91556,Cincinnati,648 Samuel Manors,Cincinnati Fire Dept,2009,16,Silver,0.48033366666666666
213,Manufacturing #213,Manufacturing,Ordinary,False,47039,Columbus,1902 James Corners Suite 137,Columbus Fire Dept,2012,13,Bronze,0.4869459166666667
214,Warehouse #214,Warehouse,Ordinary,True,90503,Columbus,2684 Angela Mountain,Columbus Fire Dept,2016,9,Silver,0.27287725
215,Warehouse #215,Warehouse,Ordinary,True,43843,Akron,92951 Mendoza Lock Suite 774,Akron Fire Dept,2005,20,Gold,0.3662155833333333
216,Manufacturing #216,Manufacturing,Light,False,31585,Cleveland,83629 Johnson Village Suite 642,Cleveland Fire Dept,2010,15,Gold,0.42368875
217,Hospitality #217,Hospitality,Ordinary,True,62806,Cleveland,91849 Crystal Wells,Cleveland Fire Dept,2010,15,Bronze,0.3221045
218,Hospitality #218,Hospitality,Ordinary,True,45700,Columbus,04632 Powell Estate,Columbus Fire Dept,2020,5,Silver,0.19260833333333333
219,Office #219,Office,Moderate,True,2000,Akron,097 Mills Skyway,Akron Fire Dept,2022,3,Silver,0.199
220,Healthcare #220,Healthcare,Ordinary,True,44302,Cincinnati,274 David Ville,Cincinnati Fire Dept,2008,17,Silver,0.33155983333333333
221,Office #221,Office,Moderate,True,2000,Dayton,95800 Herrera Terrace,Dayton Fire Dept,1996,29,Bronze,0.5023333333333333
222,Education #222,Education,Light,False,16039,Louisville,658 Fischer Meadows,Louisville Fire Dept,1997,28,Silver,0.5636959166666667
223,Education #223,Education,Ordinary,False,37466,Cincinnati,0979 Adams Spurs Apt. 371,Cincinnati Fire Dept,1998,27,Silver,0.6430994999999999
224,Manufacturing #224,Manufacturing,Ordinary,False,9599,Columbus,2914 Ashley Road Apt. 290,Columbus Fire Dept,2022,3,Bronze,0.34219925
225,Warehouse #225,Warehouse,Moderate,True,38911,Dayton,790 Jeffrey Throughway,Dayton Fire Dept,1997,28,Silver,0.5183499166666666
226,Office #226,Office,Moderate,True,44332,Cleveland,757 Williams Key,Cleveland Fire Dept,2008,17,Gold,0.3940823333333333
227,Retail #227,Retail,Light,True,41285,Columbus,70016 Benton Branch,Columbus Fire Dept,2012,13,Gold,0.20763041666666665
228,Hospitality #228,Hospitality,Ordinary,False,57359,Cincinnati,943 Rice Prairie Apt. 430,Cincinnati Fire Dept,2000,25,Gold,0.6346859166666667
229,Education #229,Education,Ordinary,True,21063,Akron,835 Leah Gateway Apt. 589,Akron Fire Dept,2012,13,Gold,0.2674639166666667
230,Hospitality #230,Hospitality,High,True,54805,Akron,9434 Scott Cliffs,Akron Fire Dept,2001,24,Gold,0.54610375
231,Office #231,Office,High,True,6243,Louisville,96740 Darius Forest Apt. 084,Louisville Fire Dept,2010,15,Gold,0.40468225
232,Office #232,Office,Ordinary,True,29786,Louisville,840 Rivera Square,Louisville Fire Dept,1995,30,Silver,0.47233949999999997
233,Office #233,Office,High,True,70860,Columbus,4708 Stephanie Ways Suite 489,Columbus Fire Dept,2018,7,Gold,0.35981166666666664
234,Office #234,Office,Moderate,False,73787,Louisville,97949 Rivera Fork Apt. 243,Louisville Fire Dept,2000,25,Bronze,0.7095069166666668
235,Hospitality #235,Hospitality,Light,True,55936,Louisville,08657 Turner Glens Apt. 552,Louisville Fire Dept,2013,12,Silver,0.20695199999999997
236,Hospitality #236,Hospitality,Moderate,True,2000,Louisville,46526 Bryan Camp Suite 012,Louisville Fire Dept,2023,2,Silver,0.18733333333333335
237,Manufacturing #237,Manufacturing,Light,False,12402,Columbus,61609 Wilson Mission Apt. 274,Columbus Fire Dept,2003,22,Silver,0.4909681666666667
238,Retail #238,Retail,Light,True,58866,Louisville,5288 Morgan Walk,Louisville Fire Dept,2000,25,Bronze,0.3608161666666667
239,Retail #239,Retail,High,True,2705,Dayton,688 Smith Path,Dayton Fire Dept,2019,6,Gold,0.29702875
240,Office #240,Office,Light,False,65840,Cincinnati,89751 Justin Circle Suite 890,Cincinnati Fire Dept,2005,20,Silver,0.5077133333333333
241,Warehouse #241,Warehouse,Moderate,False,111891,Akron,705 Smith Fall,Akron Fire Dept,2014,11,Bronze,0.5747515833333333
242,Office #242,Office,Light,False,74864,Columbus,56844 Kelsey Roads Suite 912,Columbus Fire Dept,1998,27,Silver,0.596148
243,Retail #243,Retail,Light,True,87035,Cleveland,8789 Smith Locks Suite 322,Cleveland Fire Dept,2004,21,Silver,0.33527624999999994
244,Warehouse #244,Warehouse,Moderate,False,67364,Columbus,4519 Brown Ranch Apt. 108,Columbus Fire Dept,1999,26,Gold,0.7163563333333333
245,Retail #245,Retail,Ordinary,True,42496,Cincinnati,205 Bowen Lodge Apt. 421,Cincinnati Fire Dept,2019,6,Bronze,0.201872
246,Manufacturing #246,Manufacturing,Ordinary,True,55817,Columbus,4253 Blackwell Unions,Columbus Fire Dept,1997,28,Gold,0.46852941666666664
247,Office #247,Office,High,False,90493,Akron,91589 John Rapid Suite 793,Akron Fire Dept,2016,9,Silver,0.59786975
248,Education #248,Education,Ordinary,True,33142,Cincinnati,7810 Nicholas Springs,Cincinnati Fire Dept,2016,9,Silver,0.22985650000000002
249,Retail #249,Retail,Ordinary,True,55719,Louisville,17208 Freeman Throughway,Louisville Fire Dept,2000,25,Bronze,0.4334559166666667
250,Manufacturing #250,Manufacturing,Moderate,False,46207,Columbus,97670 Donovan Knolls Apt. 624,Columbus Fire Dept,2016,9,Silver,0.50215525
251,Healthcare #251,Healthcare,Light,True,78751,Dayton,36036 Ryan Meadows Suite 170,Dayton Fire Dept,2010,15,Silver,0.25906324999999997
252,Warehouse #252,Warehouse,Light,True,2000,Louisville,33126 Hartman Shoals,Louisville Fire Dept,2001,24,Gold,0.3065
253,Retail #253,Retail,Moderate,True,54898,Dayton,0910 Alicia Gardens Suite 883,Dayton Fire Dept,2006,19,Gold,0.42534016666666663
254,Manufacturing #254,Manufacturing,Light,True,50362,Columbus,852 Rhodes Plains Apt. 500,Columbus Fire Dept,2017,8,Gold,0.1561048333333333
255,Healthcare #255,Healthcare,Light,False,11880,Akron,672 Moore Loop Suite 258,Akron Fire Dept,2016,9,Silver,0.33891
256,Manufacturing #256,Manufacturing,Moderate,True,26261,Cleveland,49493 Morgan Crescent Suite 998,Cleveland Fire Dept,1998,27,Gold,0.49719575000000005
257,Manufacturing #257,Manufacturing,Light,True,43705,Columbus,95487 Gary Plaza Apt. 551,Columbus Fire Dept,2001,24,Gold,0.33777875
258,Manufacturing #258,Manufacturing,Ordinary,True,2000,Cincinnati,7786 Melanie Flat Apt. 672,Cincinnati Fire Dept,2005,20,Silver,0.3348333333333333
259,Retail #259,Retail,Ordinary,False,2000,Louisville,67207 Megan Course Suite 352,Louisville Fire Dept,1996,29,Silver,0.6398333333333334
260,Hospitality #260,Hospitality,Moderate,True,77366,Louisville,628 Dawn Parkway Apt. 991,Louisville Fire Dept,2008,17,Gold,0.4188578333333333
261,Retail #261,Retail,Ordinary,True,54281,Columbus,74726 Angela Court Suite 480,Columbus Fire Dept,2012,13,Bronze,0.2923774166666667
262,Warehouse #262,Warehouse,Moderate,False,2000,Cincinnati,21267 Denise Way,Cincinnati Fire Dept,2024,1,Bronze,0.37566666666666665
263,Warehouse #263,Warehouse,Ordinary,True,41851,Louisville,4341 Keller Curve,Louisville Fire Dept,1998,27,Bronze,0.44638825000000004
264,Retail #264,Retail,Light,True,56865,Columbus,44898 Hernandez Hills,Columbus Fire Dept,2007,18,Gold,0.27764875
265,Manufacturing #265,Manufacturing,Moderate,True,26148,Louisville,58184 Melody Rue,Louisville Fire Dept,2013,12,Gold,0.322111
266,Warehouse #266,Warehouse,High,True,49197,Cleveland,7371 Lopez Prairie,Cleveland Fire Dept,2001,24,Bronze,0.54189775
267,Warehouse #267,Warehouse,High,True,49861,Dayton,06647 Drew Cliff,Dayton Fire Dept,2007,18,Silver,0.47239575
268,Healthcare #268,Healthcare,Moderate,False,44611,Dayton,453 White Alley,Dayton Fire Dept,2015,10,Gold,0.5126249166666667
269,Retail #269,Retail,High,True,55371,Cincinnati,82015 Rebecca Oval,Cincinnati Fire Dept,2015,10,Silver,0.38319491666666666
270,Office #270,Office,Ordinary,True,2000,Cleveland,9205 Levy Roads,Cleveland Fire Dept,2016,9,Gold,0.20650000000000002
271,Manufacturing #271,Manufacturing,Ordinary,True,2700,Dayton,25993 Claudia View,Dayton Fire Dept,2000,25,Silver,0.3936916666666667
272,Manufacturing #272,Manufacturing,Ordinary,True,52158,Louisville,90616 Proctor Forest,Louisville Fire Dept,1999,26,Silver,0.4424518333333333
273,Office #273,Office,Ordinary,True,2347,Cleveland,5909 Short Prairie Suite 870,Cleveland Fire Dept,1997,28,Silver,0.42842691666666666
274,Healthcare #274,Healthcare,High,True,33485,Dayton,934 Graves Key Apt. 874,Dayton Fire Dept,2002,23,Gold,0.5184470833333333
275,Office #275,Office,High,True,60963,Dayton,6437 Lisa Bridge,Dayton Fire Dept,1998,27,Bronze,0.58572225
276,Office #276,Office,Light,False,46396,Columbus,5022 Monroe Cove Apt. 128,Columbus Fire Dept,2013,12,Gold,0.39979699999999996
277,Education #277,Education,Moderate,True,92713,Louisville,600 Margaret Shoals,Louisville Fire Dept,2006,19,Bronze,0.45370141666666663
278,Retail #278,Retail,Moderate,False,44488,Dayton,7882 Maria Spurs,Dayton Fire Dept,2011,14,Bronze,0.5591993333333334
279,Manufacturing #279,Manufacturing,Moderate,False,38886,Cleveland,30344 Greg Union,Cleveland Fire Dept,1998,27,Bronze,0.7066645
280,Warehouse #280,Warehouse,Light,True,2000,Cleveland,37669 Gray Prairie Apt. 445,Cleveland Fire Dept,1999,26,Silver,0.32983333333333337
281,Manufacturing #281,Manufacturing,Moderate,True,29801,Akron,99964 Christopher Camp Suite 238,Akron Fire Dept,2010,15,Silver,0.35985075
282,Retail #282,Retail,Light,False,56654,Cleveland,9888 Tanya Oval,Cleveland Fire Dept,2003,22,Silver,0.5241571666666667
283,Hospitality #283,Hospitality,Ordinary,True,41920,Louisville,554 Hill Creek Suite 051,Louisville Fire Dept,2019,6,Bronze,0.20143999999999998
284,Manufacturing #284,Manufacturing,Moderate,False,53458,Cincinnati,178 Austin Rue Apt. 938,Cincinnati Fire Dept,2001,24,Silver,0.6825935000000001
285,Education #285,Education,Ordinary,True,38177,Louisville,39149 Newton Path Apt. 259,Louisville Fire Dept,2013,12,Silver,0.26863275
286,Education #286,Education,Light,True,2000,Akron,898 Krueger Locks,Akron Fire Dept,2003,22,Silver,0.2831666666666667
287,Office #287,Office,Ordinary,True,28850,Columbus,048 Mark Harbors,Columbus Fire Dept,2013,12,Silver,0.26163749999999997
288,Office #288,Office,Moderate,False,40342,Louisville,74886 Nancy Mission Apt. 341,Louisville Fire Dept,2007,18,Silver,0.6027565
289,Warehouse #289,Warehouse,Ordinary,True,31026,Louisville,2429 Dominique Park,Louisville Fire Dept,2017,8,Gold,0.21660283333333333
290,Hospitality #290,Hospitality,Moderate,False,49242,Cincinnati,15151 Sellers Underpass Apt. 255,Cincinnati Fire Dept,2007,18,Silver,0.6094315
291,Manufacturing #291,Manufacturing,Ordinary,False,75747,Columbus,5959 Joyce Neck,Columbus Fire Dept,1998,27,Bronze,0.6718102499999999
292,Retail #292,Retail,Light,False,14619,Columbus,04493 Miller Stream Apt. 443,Columbus Fire Dept,1996,29,Bronze,0.5742975833333334
293,Office #293,Office,Light,True,76419,Dayton,57184 Andrew Vista Apt. 264,Dayton Fire Dept,2019,6,Gold,0.15231424999999998
294,Office #294,Office,Light,True,16784,Louisville,956 Stacy Squares,Louisville Fire Dept,1996,29,Silver,0.37592133333333333
295,Education #295,Education,Ordinary,True,38568,Akron,1727 Ellison Rapid,Akron Fire Dept,1996,29,Silver,0.46725933333333336
296,Manufacturing #296,Manufacturing,Light,True,20407,Columbus,024 Burke Valleys Apt. 565,Columbus Fire Dept,2016,9,Gold,0.14530525
297,Education #297,Education,Ordinary,False,65136,Dayton,5547 Dawn Mills,Dayton Fire Dept,2017,8,Gold,0.4421853333333333
298,Warehouse #298,Warehouse,Light,False,21764,Cleveland,6292 Kyle Radial Suite 297,Cleveland Fire Dept,2021,4,Gold,0.28798966666666664
299,Warehouse #299,Warehouse,Ordinary,True,96298,Akron,78931 William Manors Suite 198,Akron Fire Dept,2024,1,Silver,0.18389016666666666
300,Retail #300,Retail,Moderate,True,26097,Cincinnati,713 Elizabeth Harbor,Cincinnati Fire Dept,2022,3,Silver,0.21707275
301,Office #301,Office,Light,False,17467,Columbus,2233 David Course,Columbus Fire Dept,1996,29,Gold,0.5764335833333334
302,Retail #302,Retail,Moderate,True,6139,Cleveland,60833 Nicholas Route,Cleveland Fire Dept,2020,5,Silver,0.22543758333333333
303,Retail #303,Retail,Ordinary,False,11357,Louisville,9680 Jessica Mission,Louisville Fire Dept,2016,9,Gold,0.41351775
304,Retail #304,Retail,High,True,65632,Akron,36644 Rodriguez Lights Suite 446,Akron Fire Dept,2007,18,Bronze,0.484224
305,Warehouse #305,Warehouse,Light,True,2000,Columbus,963 Jones Street Apt. 455,Columbus Fire Dept,2010,15,Silver,0.20149999999999998
306,Healthcare #306,Healthcare,Light,True,35180,Cleveland,174 Katie Loop,Cleveland Fire Dept,2005,20,Bronze,0.2847183333333333
307,Retail #307,Retail,Ordinary,True,35867,Dayton,215 Houston Parks,Dayton Fire Dept,2024,1,Silver,0.13856691666666665
308,Hospitality #308,Hospitality,Ordinary,False,46190,Dayton,28645 Lee Crescent,Dayton Fire Dept,1999,26,Bronze,0.6379758333333333
309,Warehouse #309,Warehouse,Light,True,50105,Dayton,871 Price Well,Dayton Fire Dept,2019,6,Bronze,0.13257875
310,Retail #310,Retail,Ordinary,False,2000,Louisville,5963 Stephen Ways,Louisville Fire Dept,1995,30,Gold,0.6514999999999999
311,Education #311,Education,Ordinary,False,70815,Akron,12289 King Hollow,Akron Fire Dept,2006,19,Bronze,0.5747779166666667
312,Healthcare #312,Healthcare,Light,True,11480,Louisville,1240 Case Mountains Suite 851,Louisville Fire Dept,2022,3,Silver,0.06861
313,Retail #313,Retail,Ordinary,True,89348,Akron,1448 Cook Dale Suite 583,Akron Fire Dept,2000,25,Gold,0.4586776666666667
314,Warehouse #314,Warehouse,Moderate,True,5691,Cincinnati,40018 Lane Fort,Cincinnati Fire Dept,2010,15,Silver,0.34176825
315,Office #315,Office,Ordinary,True,25753,Akron,72011 Griffith Mission,Akron Fire Dept,2024,1,Gold,0.13098141666666666
316,Office #316,Office,Ordinary,False,39940,Cincinnati,5783 Brendan Road Apt. 390,Cincinnati Fire Dept,2015,10,Gold,0.4466216666666667
317,Manufacturing #317,Manufacturing,Ordinary,False,87375,Akron,0588 Calderon Course Suite 700,Akron Fire Dept,2010,15,Bronze,0.54053125
318,Office #318,Office,High,True,33876,Cincinnati,5599 Shawn Hollow Apt. 525,Cincinnati Fire Dept,1998,27,Gold,0.565407
319,Healthcare #319,Healthcare,Ordinary,True,13065,Akron,7217 Mckinney Fork Suite 736,Akron Fire Dept,2019,6,Gold,0.17979874999999998
320,Manufacturing #320,Manufacturing,Light,True,66745,Columbus,56536 Jackson Trail Suite 549,Columbus Fire Dept,2022,3,Silver,0.11005875
321,Manufacturing #321,Manufacturing,Ordinary,False,13093,Cincinnati,02311 Randall Ville Suite 335,Cincinnati Fire Dept,2005,20,Bronze,0.5431530833333333
322,Office #322,Office,Ordinary,True,10892,Cleveland,7557 Christina Ville Apt. 949,Cleveland Fire Dept,2001,24,Gold,0.388169
323,Manufacturing #323,Manufacturing,Ordinary,False,31500,Dayton,509 Lisa Bridge Suite 577,Dayton Fire Dept,2020,5,Bronze,0.38195833333333334
324,Hospitality #324,Hospitality,Light,False,63573,Dayton,7679 Jeffrey Ways,Dayton Fire Dept,2008,17,Gold,0.47101308333333336
325,Hospitality #325,Hospitality,High,True,21586,Cleveland,70287 Kelly Mill Apt. 638,Cleveland Fire Dept,2021,4,Gold,0.2878561666666667
326,Retail #326,Retail,Ordinary,True,26518,Louisville,8818 David Meadows Suite 627,Louisville Fire Dept,1997,28,Gold,0.4465551666666666
327,Office #327,Office,Moderate,True,2000,Cleveland,322 Gary Route Apt. 959,Cleveland Fire Dept,2014,11,Silver,0.29233333333333333
328,Hospitality #328,Hospitality,Moderate,True,70986,Dayton,96906 Cory Mission,Dayton Fire Dept,2011,14,Gold,0.3790728333333333
329,Hospitality #329,Hospitality,Moderate,False,4497,Columbus,14685 Walton Extension Suite 498,Columbus Fire Dept,2016,9,Silver,0.47087275
330,Warehouse #330,Warehouse,Ordinary,True,6761,Louisville,23911 Stephanie Manors Suite 677,Louisville Fire Dept,2000,25,Silver,0.39673741666666673
331,Office #331,Office,Light,True,22435,Louisville,206 Catherine Turnpike Suite 332,Louisville Fire Dept,2014,11,Gold,0.1701595833333333
332,Healthcare #332,Healthcare,Light,False,2000,Columbus,835 Davis Village,Columbus Fire Dept,2007,18,Silver,0.4365
333,Manufacturing #333,Manufacturing,High,True,36409,Louisville,8979 Rebecca Camp,Louisville Fire Dept,2004,21,Bronze,0.49730674999999996
334,Office #334,Office,Light,True,22968,Columbus,51191 Christina Fork,Columbus Fire Dept,2015,10,Gold,0.15889266666666665
335,Manufacturing #335,Manufacturing,Ordinary,True,37924,Cincinnati,5248 Gray Ferry Apt. 726,Cincinnati Fire Dept,2008,17,Gold,0.32677633333333334
336,Manufacturing #336,Manufacturing,Moderate,True,2000,Akron,025 Tara Streets,Akron Fire Dept,2015,10,Gold,0.2806666666666667
337,Manufacturing #337,Manufacturing,Moderate,True,45931,Columbus,920 Andre Locks,Columbus Fire Dept,2005,20,Silver,0.43028158333333333
338,Retail #338,Retail,Ordinary,True,20811,Cincinnati,8715 Campbell Terrace,Cincinnati Fire Dept,1999,26,Silver,0.4189415833333333
339,Office #339,Office,Ordinary,True,47636,Louisville,4590 Brown Spurs,Louisville Fire Dept,2020,5,Silver,0.19406033333333333
340,Hospitality #340,Hospitality,High,True,31441,Akron,88803 Dominique Spring,Akron Fire Dept,2010,15,Silver,0.42358075
341,Warehouse #341,Warehouse,High,True,42174,Cincinnati,1474 Sullivan Fords,Cincinnati Fire Dept,2011,14,Bronze,0.4199638333333333
342,Manufacturing #342,Manufacturing,High,True,64763,Dayton,6811 Jared Inlet,Dayton Fire Dept,2010,15,Gold,0.44857225
343,Warehouse #343,Warehouse,Ordinary,True,25190,Louisville,186 Dawn Junctions,Louisville Fire Dept,2016,9,Bronze,0.22389250000000002
344,Hospitality #344,Hospitality,Light,False,42906,Akron,22137 Marissa Wall Suite 677,Akron Fire Dept,2016,9,Silver,0.3621795
345,Education #345,Education,Ordinary,False,30657,Dayton,99421 Smith Turnpike Suite 528,Dayton Fire Dept,1998,27,Gold,0.63799275
346,Office #346,Office,Ordinary,True,67105,Dayton,650 Mercado Courts Apt. 271,Dayton Fire Dept,2016,9,Gold,0.25532875
347,Warehouse #347,Warehouse,Ordinary,True,64801,Cleveland,152 Ross Plain,Cleveland Fire Dept,2010,15,Silver,0.32360075
348,Education #348,Education,Ordinary,False,59937,Columbus,51961 Rogers Overpass Suite 050,Columbus Fire Dept,2014,11,Gold,0.47328608333333333
349,Retail #349,Retail,Light,False,130723,Cincinnati,947 Jennifer Key,Cincinnati Fire Dept,2017,8,Gold,0.41637558333333335
